y_over_delta,u,v,pressure,temp,scalar_1,scalar_2,u_over_ubulk,y_plus,u_plus
2.4750000000000000e-01,9.6229387331936755e-01,-3.8507021737853951e-11,7.8439504624232793e-10,0.0000000000000000e+00,4.4361313629083668e-03,6.6426161168296560e-01,9.6375014283634064e-01,2.7621677145031072e+02,8.6224935725667194e+01
2.5000000000000000e-01,9.6344128747259328e-01,-3.2819541552045254e-11,7.2244901349056762e-10,0.0000000000000000e+00,4.4213750341374359e-03,6.7114241630204141e-01,9.6489929340741232e-01,2.7900683984879868e+02,8.6327748093443518e+01
2.5250000000000000e-01,9.6458870162581911e-01,-2.7132061366236554e-11,6.6050298073880741e-10,0.0000000000000000e+00,4.4066187053665058e-03,6.7802322092111722e-01,9.6604844397848411e-01,2.8179690824728669e+02,8.6430560461219841e+01
2.5500000000000000e-01,9.6571632115712891e-01,-2.1376001799781592e-11,6.2427719017786051e-10,0.0000000000000000e+00,4.3918857412636788e-03,6.8491763859724464e-01,9.6717776997181737e-01,2.8458697664577471e+02,8.6531599160837459e+01
2.5750000000000001e-01,9.6681577141878883e-01,-1.5522348499330033e-11,6.2465328273460838e-10,0.0000000000000000e+00,4.3771860268808482e-03,6.9183142870071479e-01,9.6827888406606089e-01,2.8737704504426262e+02,8.6630113794229217e+01
2.6000000000000001e-01,9.6791522168044886e-01,-9.6686951988784758e-12,6.2502937529135645e-10,0.0000000000000000e+00,4.3624863124980167e-03,6.9874521880418494e-01,9.6937999816030462e-01,2.9016711344275063e+02,8.6728628427620990e+01
2.6250000000000001e-01,9.6901467194210889e-01,-3.8150418984269175e-12,6.2540546784810442e-10,0.0000000000000000e+00,4.3477865981151852e-03,7.0565900890765498e-01,9.7048111225454825e-01,2.9295718184123865e+02,8.6827143061012762e+01
2.6500000000000001e-01,9.7010606854531667e-01,-5.4826147301125220e-13,6.2089331628297894e-10,0.0000000000000000e+00,4.3330975319947895e-03,7.1257934728886552e-01,9.7157416050248568e-01,2.9574725023972661e+02,8.6924936058112692e+01
2.6750000000000002e-01,9.7116074994087453e-01,-9.0745779779095993e-12,5.9409652239754915e-10,0.0000000000000000e+00,4.3184570094237287e-03,7.1952953811271636e-01,9.7263043798049720e-01,2.9853731863821457e+02,8.7019439242705715e+01
2.7000000000000002e-01,9.7221543133643229e-01,-1.7600894482807948e-11,5.6729972851211935e-10,0.0000000000000000e+00,4.3038164868526678e-03,7.2647972893656709e-01,9.7368671545850860e-01,3.0132738703670259e+02,8.7113942427298724e+01
2.7250000000000002e-01,9.7327011273199004e-01,-2.6127210987706303e-11,5.4050293462668955e-10,0.0000000000000000e+00,4.2891759642816078e-03,7.3342991976041794e-01,9.7474299293652000e-01,3.0411745543519061e+02,8.7208445611891733e+01
2.7500000000000002e-01,9.7432479412754791e-01,-3.4653527492604645e-11,5.1370614074125976e-10,0.0000000000000000e+00,4.2745354417105478e-03,7.4038011058426867e-01,9.7579927041453152e-01,3.0690752383367857e+02,8.7302948796484756e+01
2.7750000000000002e-01,9.7534103422850871e-01,-3.9036759313926524e-11,4.7083930044489608e-10,0.0000000000000000e+00,4.2599516028533502e-03,7.4736680656445453e-01,9.7681704842352846e-01,3.0969759223216658e+02,8.7394007505073361e+01
2.8000000000000003e-01,9.7635512677111191e-01,-4.3188533890354821e-11,4.2707469219261376e-10,0.0000000000000000e+00,4.2453709306840802e-03,7.5435554193884902e-01,9.7783267562420040e-01,3.1248766063065455e+02,8.7484873784834889e+01
2.8250000000000003e-01,9.7736921931371523e-01,-4.7340308466783117e-11,3.8331008394033145e-10,0.0000000000000000e+00,4.2307902585148084e-03,7.6134427731324350e-01,9.7884830282487245e-01,3.1527772902914256e+02,8.7575740064596431e+01
2.8500000000000003e-01,9.7838331185631855e-01,-5.1492083043211413e-11,3.3954547568804918e-10,0.0000000000000000e+00,4.2162095863455375e-03,7.6833301268763798e-01,9.7986393002554451e-01,3.1806779742763052e+02,8.7666606344357959e+01
2.8750000000000003e-01,9.7936924854646579e-01,-5.1187931229832884e-11,3.1068021671161968e-10,0.0000000000000000e+00,4.2016745885362526e-03,7.7535282429607899e-01,9.8085135876462537e-01,3.2085786582611854e+02,8.7754949760121676e+01
2.8999999999999998e-01,9.8034392289563044e-01,-4.9101408860531652e-11,2.8777469744553219e-10,0.0000000000000000e+00,4.1871578604709631e-03,7.8238506639813843e-01,9.8182750811906971e-01,3.2364793422460644e+02,8.7842284030286237e+01
2.9249999999999998e-01,9.8131859724479509e-01,-4.7014886491230374e-11,2.6486917817944418e-10,0.0000000000000000e+00,4.1726411324056727e-03,7.8941730850019809e-01,9.8280365747351395e-01,3.2643800262309446e+02,8.7929618300450798e+01
2.9499999999999998e-01,9.8229327159395985e-01,-4.4928364121929110e-11,2.4196365891335623e-10,0.0000000000000000e+00,4.1581244043403832e-03,7.9644955060225775e-01,9.8377980682795829e-01,3.2922807102158248e+02,8.8016952570615373e+01
2.9749999999999999e-01,9.8325128396317707e-01,-4.1754202487051596e-11,2.2715062831126846e-10,0.0000000000000000e+00,4.1436374022899639e-03,8.0350302917442984e-01,9.8473926898735797e-01,3.3201813942007038e+02,8.8102793868425167e+01
2.9999999999999999e-01,9.8419135266168145e-01,-3.7408737027707375e-11,2.2105258550118086e-10,0.0000000000000000e+00,4.1291824128709444e-03,8.1057937779133815e-01,9.8568076032132479e-01,3.3480820781855840e+02,8.8187027349852883e+01
3.0249999999999999e-01,9.8513142136018572e-01,-3.3063271568363161e-11,2.1495454269109331e-10,0.0000000000000000e+00,4.1147274234519249e-03,8.1765572640824669e-01,9.8662225165529149e-01,3.3759827621704642e+02,8.8271260831280600e+01
3.0499999999999999e-01,9.8607149005868999e-01,-2.8717806109018950e-11,2.0885649988100574e-10,0.0000000000000000e+00,4.1002724340329054e-03,8.2473207502515500e-01,9.8756374298925820e-01,3.4038834461553438e+02,8.8355494312708302e+01
3.0750000000000000e-01,9.8700293664577066e-01,-2.5191731736204810e-11,2.0235547623331096e-10,0.0000000000000000e+00,4.0858341746360088e-03,8.3182083972645005e-01,9.8849659916368959e-01,3.4317841301402234e+02,8.8438955222446694e+01
3.1000000000000000e-01,9.8790833344940077e-01,-2.4141264475885834e-11,1.9463693601242069e-10,0.0000000000000000e+00,4.0714464612634019e-03,8.3894711685291334e-01,9.8940336613271551e-01,3.4596848141251036e+02,8.8520081979421619e+01
3.1250000000000000e-01,9.8881373025303088e-01,-2.3090797215566863e-11,1.8691839579153044e-10,0.0000000000000000e+00,4.0570587478907932e-03,8.4607339397937653e-01,9.9031013310174154e-01,3.4875854981099837e+02,8.8601208736396529e+01
3.1500000000000000e-01,9.8971912705666099e-01,-2.2040329955247889e-11,1.7919985557064012e-10,0.0000000000000000e+00,4.0426710345181863e-03,8.5319967110583983e-01,9.9121690007076757e-01,3.5154861820948634e+02,8.8682335493371440e+01
3.1750000000000000e-01,9.9062401767860164e-01,-2.1035527664237485e-11,1.7141585802999017e-10,0.0000000000000000e+00,4.0282844090318189e-03,8.6032679268276380e-01,9.9212316009208346e-01,3.5433868660797435e+02,8.8763416894676070e+01
3.2000000000000001e-01,9.9149752503580002e-01,-2.2861953470364641e-11,1.5957350666423910e-10,0.0000000000000000e+00,4.0139652324924311e-03,8.6750627018825677e-01,9.9299798935537764e-01,3.5712875500646231e+02,8.8841686244423173e+01
3.2250000000000001e-01,9.9237103239299818e-01,-2.4688379276491791e-11,1.4773115529848812e-10,0.0000000000000000e+00,3.9996460559530425e-03,8.7468574769374974e-01,9.9387281861867172e-01,3.5991882340495033e+02,8.8919955594170261e+01
3.2500000000000001e-01,9.9324453975019655e-01,-2.6514805082618944e-11,1.3588880393273710e-10,0.0000000000000000e+00,3.9853268794136538e-03,8.8186522519924271e-01,9.9474764788196590e-01,3.6270889180343829e+02,8.8998224943917364e+01
3.2750000000000001e-01,9.9411804710739482e-01,-2.8341230888746100e-11,1.2404645256698611e-10,0.0000000000000000e+00,3.9710077028742661e-03,8.8904470270473568e-01,9.9562247714525998e-01,3.6549896020192631e+02,8.9076494293664453e+01
3.3000000000000002e-01,9.9496926956956899e-01,-3.1390648263567286e-11,1.1156096033697370e-10,0.0000000000000000e+00,3.9567401627367783e-03,8.9626555963732757e-01,9.9647498778909904e-01,3.6828902860041427e+02,8.9152766837971569e+01
3.3250000000000002e-01,9.9581431851352709e-01,-3.4778867356742868e-11,9.8897300705375380e-11,0.0000000000000000e+00,3.9424869272781955e-03,9.0349787978958873e-01,9.9732131557214321e-01,3.7107909699890229e+02,8.9228486213204093e+01
3.3500000000000002e-01,9.9665936745748507e-01,-3.8167086449918457e-11,8.6233641073777063e-11,0.0000000000000000e+00,3.9282336918196126e-03,9.1073019994184978e-01,9.9816764335518715e-01,3.7386916539739025e+02,8.9304205588436602e+01
3.3750000000000002e-01,9.9750441640144316e-01,-4.1555305543094052e-11,7.3569981442178747e-11,0.0000000000000000e+00,3.9139804563610306e-03,9.1796252009411083e-01,9.9901397113823132e-01,3.7665923379587827e+02,8.9379924963669126e+01
3.4000000000000002e-01,9.9833367980151433e-01,-4.3443154628396729e-11,6.2578836715457960e-11,0.0000000000000000e+00,3.8997667303107540e-03,9.2522744568398330e-01,9.9984448948862958e-01,3.7944930219436628e+02,8.9454229898318815e+01
3.4250000000000003e-01,9.9915004155513953e-01,-4.4104739764957195e-11,5.2954651285992771e-11,0.0000000000000000e+00,3.8855852956038049e-03,9.3251901994882624e-01,1.0006620866681153e+00,3.8223937059285424e+02,8.9527378799799834e+01
3.4500000000000003e-01,9.9996640330876474e-01,-4.4766324901517669e-11,4.3330465856527634e-11,0.0000000000000000e+00,3.8714038608968562e-03,9.3981059421366930e-01,1.0014796838476012e+00,3.8502943899134220e+02,8.9600527701280853e+01
3.4750000000000003e-01,1.0007827650623899e+00,-4.5427910038078135e-11,3.3706280427062497e-11,0.0000000000000000e+00,3.8572224261899076e-03,9.4710216847851236e-01,1.0022972810270872e+00,3.8781950738983022e+02,8.9673676602761873e+01
3.5000000000000003e-01,1.0015903888663327e+00,-4.4749096157544893e-11,2.4984069986500087e-11,0.0000000000000000e+00,3.8430650777721356e-03,9.5441428603296852e-01,1.0031061270334769e+00,3.9060957578831824e+02,8.9746042553035736e+01
3.5249999999999998e-01,1.0023792260784581e+00,-4.1188424390260488e-11,1.8201105772078969e-11,0.0000000000000000e+00,3.8289595148760947e-03,9.6177057166009283e-01,1.0038961580177106e+00,3.9339964418680614e+02,8.9816725158214240e+01
3.5499999999999998e-01,1.0031680632905837e+00,-3.7627752622976000e-11,1.1418141557657643e-11,0.0000000000000000e+00,3.8148539519800542e-03,9.6912685728721737e-01,1.0046861890019445e+00,3.9618971258529410e+02,8.9887407763392773e+01
3.5749999999999998e-01,1.0039569005027094e+00,-3.4067080855691518e-11,4.6351773432363179e-12,0.0000000000000000e+00,3.8007483890840138e-03,9.7648314291434180e-01,1.0054762199861782e+00,3.9897978098378212e+02,8.9958090368571291e+01
3.5999999999999999e-01,1.0047436796030422e+00,-3.0460798981618877e-11,-2.0033347639857893e-12,0.0000000000000000e+00,3.7866490194342511e-03,9.8384485460245541e-01,1.0062641897440141e+00,4.0176984938227014e+02,9.0028588559651425e+01
3.6249999999999999e-01,1.0055082053696176e+00,-2.6361357827898930e-11,-7.0799584621161118e-12,0.0000000000000000e+00,3.7726166142598725e-03,9.9126523557501423e-01,1.0070298724914242e+00,4.0455991778075810e+02,9.0097092773292715e+01
3.6499999999999999e-01,1.0062727311361930e+00,-2.2261916674178983e-11,-1.2156582160246434e-11,0.0000000000000000e+00,3.7585842090854934e-03,9.9868561654757282e-01,1.0077955552388345e+00,4.0734998617924606e+02,9.0165596986934005e+01
3.6749999999999999e-01,1.0070372569027686e+00,-1.8162475520459036e-11,-1.7233205858376705e-11,0.0000000000000000e+00,3.7445518039111144e-03,1.0061059975201316e+00,1.0085612379862448e+00,4.1014005457773402e+02,9.0234101200575324e+01
3.7000000000000000e-01,1.0078017826693442e+00,-1.4063034366739082e-11,-2.2309829556506976e-11,0.0000000000000000e+00,3.7305193987367358e-03,1.0135263784926904e+00,1.0093269207336550e+00,4.1293012297622204e+02,9.0302605414216629e+01
3.7250000000000000e-01,1.0085460211776924e+00,-1.0567507021492979e-11,-2.4635893971003907e-11,0.0000000000000000e+00,3.7165515480853005e-03,1.0210042062044047e+00,1.0100722855214934e+00,4.1572019137471005e+02,9.0369291817742763e+01
3.7500000000000000e-01,1.0092867314672187e+00,-7.1770081646771015e-12,-2.6483600249216599e-11,0.0000000000000000e+00,3.7025949243074206e-03,1.0284920246533638e+00,1.0108141167511457e+00,4.1851025977319802e+02,9.0435662080379302e+01
3.7750000000000000e-01,1.0100274417567450e+00,-3.7865093078612258e-12,-2.8331306527429343e-11,0.0000000000000000e+00,3.6886383005295415e-03,1.0359798431023224e+00,1.0115559479807978e+00,4.2130032817168603e+02,9.0502032343015856e+01
3.8000000000000000e-01,1.0107681520462715e+00,-3.9601045104534698e-13,-3.0179012805642087e-11,0.0000000000000000e+00,3.6746816767516616e-03,1.0434676615512815e+00,1.0122977792104504e+00,4.2409039657017405e+02,9.0568402605652409e+01
3.8250000000000001e-01,1.0114939748492362e+00,1.2295873549066669e-12,-2.9723341370734193e-11,0.0000000000000000e+00,3.6607770072285238e-03,1.0510028021176463e+00,1.0130247004238404e+00,4.2688046496866201e+02,9.0633438896819868e+01
3.8500000000000001e-01,1.0122106361220089e+00,1.7690922064809667e-12,-2.7850206727752200e-11,0.0000000000000000e+00,3.6469043095544587e-03,1.0585670639870306e+00,1.0137424462426072e+00,4.2967053336715003e+02,9.0697654282467852e+01
3.8750000000000001e-01,1.0129272973947818e+00,2.3085970580552665e-12,-2.5977072084770154e-11,0.0000000000000000e+00,3.6330316118803937e-03,1.0661313258564147e+00,1.0144601920613743e+00,4.3246060176563793e+02,9.0761869668115864e+01
3.9000000000000001e-01,1.0136439586675547e+00,2.8481019096295664e-12,-2.4103937441788005e-11,0.0000000000000000e+00,3.6191589142063282e-03,1.0736955877257990e+00,1.0151779378801415e+00,4.3525067016412595e+02,9.0826085053763876e+01
3.9250000000000002e-01,1.0143522886607215e+00,2.6150670150623591e-12,-2.2226258746154273e-11,0.0000000000000000e+00,3.6053180502539015e-03,1.0812893531628816e+00,1.0158873398113155e+00,4.3804073856261397e+02,9.0889553927282407e+01
3.9500000000000002e-01,1.0150473799082129e+00,1.1544347156675858e-12,-2.0341359364114947e-11,0.0000000000000000e+00,3.5915277713933933e-03,1.0889300009815126e+00,1.0165834829622049e+00,4.4083080696110193e+02,9.0951836562348646e+01
3.9750000000000002e-01,1.0157424711557046e+00,-3.0619758372718911e-13,-1.8456459982075622e-11,0.0000000000000000e+00,3.5777374925328857e-03,1.0965706488001437e+00,1.0172796261130947e+00,4.4362087535958995e+02,9.1014119197414900e+01
4.0000000000000002e-01,1.0164375624031963e+00,-1.7668298831219640e-12,-1.6571560600036244e-11,0.0000000000000000e+00,3.5639472136723780e-03,1.1042112966187747e+00,1.0179757692639844e+00,4.4641094375807796e+02,9.1076401832481153e+01
4.0250000000000002e-01,1.0171295659303445e+00,-3.2931741102374305e-12,-1.4640888979094151e-11,0.0000000000000000e+00,3.5501694783256809e-03,1.1118636888151752e+00,1.0186688200217866e+00,4.4920101215656592e+02,9.1138407796880031e+01
4.0500000000000003e-01,1.0178045337590464e+00,-5.1820669040877822e-12,-1.2457680867653248e-11,0.0000000000000000e+00,3.5364609485724237e-03,1.1195808775785805e+00,1.0193448093004853e+00,4.5199108055505394e+02,9.1198887302424382e+01
4.0750000000000003e-01,1.0184795015877484e+00,-7.0709596979381338e-12,-1.0274472756212397e-11,0.0000000000000000e+00,3.5227524188191665e-03,1.1272980663419856e+00,1.0200207985791840e+00,4.5478114895354196e+02,9.1259366807968732e+01
4.1000000000000003e-01,1.0191544694164500e+00,-8.9598524917884838e-12,-8.0912646447715976e-12,0.0000000000000000e+00,3.5090438890659093e-03,1.1350152551053909e+00,1.0206967878578825e+00,4.5757121735202986e+02,9.1319846313513068e+01
4.1250000000000003e-01,1.0198294372451522e+00,-1.0848745285638835e-11,-5.9080565333307983e-12,0.0000000000000000e+00,3.4953353593126530e-03,1.1427324438687960e+00,1.0213727771365817e+00,4.6036128575051782e+02,9.1380325819057433e+01
4.1500000000000004e-01,1.0204859187691135e+00,-1.1401547656926514e-11,-2.3965503917947675e-12,0.0000000000000000e+00,3.4817070923905827e-03,1.1505255574245634e+00,1.0220302521346347e+00,4.6315135414900584e+02,9.1439148886290951e+01
4.1749999999999998e-01,1.0211408066461147e+00,-1.1839169819372585e-11,1.2294642006115186e-12,0.0000000000000000e+00,3.4680857446780988e-03,1.1583252162210513e+00,1.0226861310740116e+00,4.6594142254749374e+02,9.1497829157118360e+01
4.1999999999999998e-01,1.0217956945231157e+00,-1.2276791981818667e-11,4.8554787930178047e-12,0.0000000000000000e+00,3.4544643969656140e-03,1.1661248750175393e+00,1.0233420100133885e+00,4.6873149094598176e+02,9.1556509427945755e+01
4.2249999999999999e-01,1.0224505824001167e+00,-1.2714414144264747e-11,8.4814933854240909e-12,0.0000000000000000e+00,3.4408430492531301e-03,1.1739245338140274e+00,1.0239978889527652e+00,4.7152155934446978e+02,9.1615189698773165e+01
4.2499999999999999e-01,1.0230912879523806e+00,-1.0838651409250521e-11,1.2423768980834373e-11,0.0000000000000000e+00,3.4272892349224704e-03,1.1817888009378323e+00,1.0246395641048478e+00,4.7431162774295774e+02,9.1672599183125868e+01
4.2749999999999999e-01,1.0237255569111099e+00,-7.9129678361581752e-12,1.6509578416069656e-11,0.0000000000000000e+00,3.4137660703574086e-03,1.1896823903024965e+00,1.0252747929226969e+00,4.7710169614144576e+02,9.1729431925924672e+01
4.2999999999999999e-01,1.0243598258698392e+00,-4.9872842630658281e-12,2.0595387851304784e-11,0.0000000000000000e+00,3.4002429057923469e-03,1.1975759796671603e+00,1.0259100217405459e+00,4.7989176453993377e+02,9.1786264668723462e+01
4.3250000000000000e-01,1.0249940948285685e+00,-2.0616006899734817e-12,2.4681197286539964e-11,0.0000000000000000e+00,3.3867197412272851e-03,1.2054695690318242e+00,1.0265452505583950e+00,4.8268183293842173e+02,9.1843097411522265e+01
4.3500000000000000e-01,1.0256203425388506e+00,8.1124044584144675e-13,2.9117107442722899e-11,0.0000000000000000e+00,3.3732380267107419e-03,1.2134029594335667e+00,1.0271724459889897e+00,4.8547190133690975e+02,9.1899211422080342e+01
4.3750000000000000e-01,1.0262369834050615e+00,3.6207935463124575e-12,3.3972324276320263e-11,0.0000000000000000e+00,3.3598059558569578e-03,1.2213840185192524e+00,1.0277900200371748e+00,4.8826196973539777e+02,9.1954464625419831e+01
4.4000000000000000e-01,1.0268536242712725e+00,6.4303466467834658e-12,3.8827541109917575e-11,0.0000000000000000e+00,3.3463738850031738e-03,1.2293650776049376e+00,1.0284075940853599e+00,4.9105203813388567e+02,9.2009717828759321e+01
4.4250000000000000e-01,1.0274702651374836e+00,9.2398997472544750e-12,4.3682757943514835e-11,0.0000000000000000e+00,3.3329418141493901e-03,1.2373461366906233e+00,1.0290251681335452e+00,4.9384210653237363e+02,9.2064971032098825e+01
4.4500000000000001e-01,1.0280831325678745e+00,1.1782689924938292e-11,4.8838118142463270e-11,0.0000000000000000e+00,3.3195301987852784e-03,1.2453468741086549e+00,1.0296389630354514e+00,4.9663217493086165e+02,9.2119886122238114e+01
4.4750000000000001e-01,1.0286827929728952e+00,1.3391809872866679e-11,5.5043980120140896e-11,0.0000000000000000e+00,3.3061901776350183e-03,1.2534164856898986e+00,1.0302395309253813e+00,4.9942224332934967e+02,9.2173617816176659e+01
4.5000000000000001e-01,1.0292824533779159e+00,1.5000929820795069e-11,6.1249842097818626e-11,0.0000000000000000e+00,3.2928501564847583e-03,1.2614860972711419e+00,1.0308400988153115e+00,5.0221231172783763e+02,9.2227349510115204e+01
4.5250000000000001e-01,1.0298821137829366e+00,1.6610049768723455e-11,6.7455704075496407e-11,0.0000000000000000e+00,3.2795101353344991e-03,1.2695557088523854e+00,1.0314406667052414e+00,5.0500238012632565e+02,9.2281081204053748e+01
4.5500000000000002e-01,1.0304817741879573e+00,1.8219169716651842e-11,7.3661566053174136e-11,0.0000000000000000e+00,3.2661701141842390e-03,1.2776253204336290e+00,1.0320412345951713e+00,5.0779244852481366e+02,9.2334812897992308e+01
4.5750000000000002e-01,1.0310635506222170e+00,1.7897027263885909e-11,8.2312179002292062e-11,0.0000000000000000e+00,3.2529350211674291e-03,1.2857961468650534e+00,1.0326238914499661e+00,5.1058251692330168e+02,9.2386942124875688e+01
4.6000000000000002e-01,1.0316451357840621e+00,1.7554229598278307e-11,9.0988939020623321e-11,0.0000000000000000e+00,3.2397010503766458e-03,1.2939680558082443e+00,1.0332063567428880e+00,5.1337258532178953e+02,9.2439054213073973e+01
4.6250000000000002e-01,1.0322267209459073e+00,1.7211431932670707e-11,9.9665699038954683e-11,0.0000000000000000e+00,3.2264670795858624e-03,1.3021399647514351e+00,1.0337888220358098e+00,5.1616265372027760e+02,9.2491166301272273e+01
4.6500000000000002e-01,1.0328083061077526e+00,1.6868634267063108e-11,1.0834245905728594e-10,0.0000000000000000e+00,3.2132331087950795e-03,1.3103118736946260e+00,1.0343712873287316e+00,5.1895272211876556e+02,9.2543278389470586e+01
4.6750000000000003e-01,1.0333771826572322e+00,1.5365126410801944e-11,1.1718481696896220e-10,0.0000000000000000e+00,3.2000801017156100e-03,1.3185616385420977e+00,1.0349410247769459e+00,5.2174279051725352e+02,9.2594251741036800e+01
4.7000000000000003e-01,1.0339419711216156e+00,1.3488243248456454e-11,1.2608044413304313e-10,0.0000000000000000e+00,3.1869531389069131e-03,1.3268364479461914e+00,1.0355066679534364e+00,5.2453285891574160e+02,9.2644858785714391e+01
4.7250000000000003e-01,1.0345067595859985e+00,1.1611360086110969e-11,1.3497607129712405e-10,0.0000000000000000e+00,3.1738261760982161e-03,1.3351112573502850e+00,1.0360723111299266e+00,5.2732292731422956e+02,9.2695465830391953e+01
4.7500000000000003e-01,1.0350715480503818e+00,9.7344769237654800e-12,1.4387169846120497e-10,0.0000000000000000e+00,3.1606992132895196e-03,1.3433860667543787e+00,1.0366379543064170e+00,5.3011299571271752e+02,9.2746072875069558e+01
4.7750000000000004e-01,1.0356284124355761e+00,7.7266071146560328e-12,1.5256962591835826e-10,0.0000000000000000e+00,3.1476259099168262e-03,1.3517122081255943e+00,1.0371956614119608e+00,5.3290306411120559e+02,9.2795969894215759e+01
4.7999999999999998e-01,1.0361780731124171e+00,5.5996585357612332e-12,1.6108782636921355e-10,0.0000000000000000e+00,3.1346013878495900e-03,1.3600850149214665e+00,1.0377461539075534e+00,5.3569313250969344e+02,9.2845221435606177e+01
4.8249999999999998e-01,1.0367277337892582e+00,3.4727099568663891e-12,1.6960602682006899e-10,0.0000000000000000e+00,3.1215768657823538e-03,1.3684578217173384e+00,1.0382966464031462e+00,5.3848320090818152e+02,9.2894472976996624e+01
4.8499999999999999e-01,1.0372773944660991e+00,1.3457613779715443e-12,1.7812422727092449e-10,0.0000000000000000e+00,3.1085523437151177e-03,1.3768306285132108e+00,1.0388471388987386e+00,5.4127326930666948e+02,9.2943724518387043e+01
4.8749999999999999e-01,1.0378224119130877e+00,-3.3462209767722478e-15,1.8609863541918642e-10,0.0000000000000000e+00,3.0955612875173469e-03,1.3852352879113710e+00,1.0393929811377334e+00,5.4406333770515744e+02,9.2992560009954545e+01
4.8999999999999999e-01,1.0383561167637083e+00,5.4264965849035398e-13,1.9274816777567468e-10,0.0000000000000000e+00,3.0826517663470028e-03,1.3937175518314695e+00,1.0399274936606531e+00,5.4685340610364540e+02,9.3040381852862581e+01
4.9249999999999999e-01,1.0388898216143292e+00,1.0886455379574794e-12,1.9939770013216288e-10,0.0000000000000000e+00,3.0697422451766579e-03,1.4021998157515685e+00,1.0404620061835730e+00,5.4964347450213336e+02,9.3088203695770630e+01
4.9500000000000000e-01,1.0394235264649501e+00,1.6346414174246056e-12,2.0604723248865119e-10,0.0000000000000000e+00,3.0568327240063134e-03,1.4106820796716670e+00,1.0409965187064929e+00,5.5243354290062143e+02,9.3136025538678695e+01
